data_product_external_id,data_product_name,data_product_status,data_product_publication_date,tag,roles,data_product_dashboard_link,oracle_dashboard_link,data_product_description,data_product_overview,data_product_information,data_reuse_policy_information
DP-EDEN-0007,Provider NHS Wales Dentistry (LHB),PUBLISHED,2026-07-31T15:22:00,eDEN,DataHub_Dental_NHS_Wales_Commissioner|DataHub_Dental_Provider_Assurance_User|DataHub_Dental_Admin|DataHub_Dental_Welsh_Government|DataHub_Dental_BSA_Dental_User,,#,"This dashboard shows contract and performer-level dental activity for Local Health Boards in Wales, helping commissioners review services and download data for planning.","## Data Product Overview
There is a need for dental commissioners to be able to monitor the activity of dental contracts within a specific Local Health Board.  This allows them to ensure that services as commissioned effectively and to maximise the benefit to patients.

To enable this a series of dashboards are available within the eDEN system to allow users to access a range of dental data including detailed information extracted from the FP17.

The dashboard provides information relating to Welsh dental activity at Local Health Board level for a range of different metrics, allowing users to visualise data within the system and to quickly download data relating to those metrics.",,
